City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather Description,"Rain (inches, last 3 hrs)","Snow (inches, last 3 hrs)"
0,Cape Town,ZA,2020-01-17 23:44:22,-33.93,18.42,68.0,72,20,27.51,few clouds,0.0,0.0
1,Hovd,MN,2020-01-17 23:46:24,48.01,91.64,2.91,58,97,9.78,overcast clouds,0.0,0.0
2,Hobart,AU,2020-01-17 23:43:47,-42.88,147.33,66.0,44,75,5.82,broken clouds,0.0,0.0
3,Marsa Matruh,EG,2020-01-17 23:46:26,31.35,27.25,51.8,87,40,6.93,scattered clouds,0.0,0.0
4,Vaini,TO,2020-01-17 23:43:55,-21.2,-175.2,82.4,88,90,11.41,overcast clouds,0.0,0.0
5,Esperance,AU,2020-01-17 23:46:27,-33.87,121.9,62.6,88,90,14.99,overcast clouds,0.0,0.0
6,New Norfolk,AU,2020-01-17 23:44:59,-42.78,147.06,66.0,44,75,5.82,broken clouds,0.0,0.0
7,Harbour Breton,CA,2020-01-17 23:46:29,47.48,-55.8,14.59,78,100,45.14,light snow,0.0,0.13
8,Punta Arenas,CL,2020-01-17 23:43:46,-53.15,-70.92,53.6,58,75,38.03,broken clouds,0.0,0.0
9,Mahebourg,MU,2020-01-17 23:43:54,-20.41,57.7,80.6,83,40,11.41,scattered clouds,0.0,0.0
10,Mataura,NZ,2020-01-17 23:43:53,-46.19,168.86,71.08,45,99,2.21,overcast clouds,0.0,0.0
11,Atbasar,KZ,2020-01-17 23:46:31,51.8,68.33,27.77,97,100,8.7,light snow,0.0,0.56
12,Guerrero Negro,MX,2020-01-17 23:44:06,27.98,-114.06,60.6,63,82,12.95,broken clouds,0.0,0.0
13,Kodiak,US,2020-01-17 23:42:43,57.79,-152.41,33.8,64,90,16.11,overcast clouds,0.0,0.0
14,Ushuaia,AR,2020-01-17 23:43:47,-54.8,-68.3,46.4,87,75,23.04,light intensity shower rain,0.0,0.0
15,Honiara,SB,2020-01-17 23:46:33,-9.43,159.95,89.6,66,75,2.24,broken clouds,0.0,0.0
16,Tuatapere,NZ,2020-01-17 23:45:33,-46.13,167.68,74.17,33,85,3.67,overcast clouds,0.0,0.0
17,Karratha,AU,2020-01-17 23:43:26,-20.74,116.85,84.78,73,94,17.83,overcast clouds,0.0,0.0
18,Kyaikkami,MM,2020-01-17 23:46:34,16.08,97.57,77.09,57,0,8.79,clear sky,0.0,0.0
19,Caravelas,BR,2020-01-17 23:46:35,-17.71,-39.25,79.86,83,0,13.4,clear sky,0.0,0.0
20,Busselton,AU,2020-01-17 23:40:38,-33.65,115.33,71.01,36,0,14.99,clear sky,0.0,0.0
21,Werda,BW,2020-01-17 23:46:36,-25.27,23.28,74.07,44,83,12.73,broken clouds,0.0,0.0
22,Thompson,CA,2020-01-17 23:44:29,55.74,-97.86,-5.8,70,90,8.05,overcast clouds,0.0,0.0
23,Hoquiam,US,2020-01-17 23:46:37,46.98,-123.89,41.0,93,75,10.29,broken clouds,0.0,0.0
24,Provideniya,RU,2020-01-17 23:45:22,64.38,-173.3,4.87,94,99,7.16,overcast clouds,0.0,0.0
25,Puerto Ayora,EC,2020-01-17 23:44:20,-0.74,-90.35,84.2,66,40,13.87,scattered clouds,0.0,0.0
26,Sur,OM,2020-01-17 23:46:41,22.57,59.53,62.73,57,5,8.59,clear sky,0.0,0.0
27,Cidreira,BR,2020-01-17 23:46:42,-30.18,-50.21,72.64,51,13,10.94,few clouds,0.0,0.0
28,Muravlenko,RU,2020-01-17 23:46:42,63.79,74.52,0.1,93,55,19.62,broken clouds,0.0,0.0
29,Tiksi,RU,2020-01-17 23:45:08,71.69,128.87,-15.86,87,19,12.15,few clouds,0.0,0.0
30,Tabou,CI,2020-01-17 23:46:46,4.42,-7.35,77.9,90,17,3.24,few clouds,0.0,0.0
31,Qaanaaq,GL,2020-01-17 23:44:52,77.48,-69.36,-15.5,61,0,7.49,clear sky,0.0,0.0
32,Ilulissat,GL,2020-01-17 23:44:13,69.22,-51.1,3.2,49,95,14.99,overcast clouds,0.0,0.0
33,Ust-Omchug,RU,2020-01-17 23:46:47,61.15,149.63,-17.27,96,100,4.27,overcast clouds,0.0,0.0
34,Qaqortoq,GL,2020-01-17 23:46:48,60.72,-46.03,23.0,62,100,2.24,light snow,0.0,0.56
35,Armasesti,RO,2020-01-17 23:46:49,44.75,26.58,35.01,78,90,4.7,mist,0.0,0.0
36,Clearwater,US,2020-01-17 23:46:49,27.97,-82.8,73.4,53,1,11.41,clear sky,0.0,0.0
37,Victoria,HK,2020-01-17 23:45:10,22.29,114.16,62.01,59,20,5.82,few clouds,0.0,0.0
38,Quatre Cocos,MU,2020-01-17 23:45:14,-20.21,57.76,80.6,83,40,11.41,scattered clouds,0.0,0.0
39,Yellowknife,CA,2020-01-17 23:43:47,62.46,-114.35,-14.8,75,75,3.36,light snow,0.0,0.0
40,Lukulu,ZM,2020-01-17 23:46:51,-14.37,23.24,69.6,87,100,3.74,light rain,0.31,0.0
41,Albany,US,2020-01-17 23:40:21,42.6,-73.97,15.01,43,20,9.17,few clouds,0.0,0.0
42,Kaseda,JP,2020-01-17 23:46:52,31.42,130.32,39.2,93,40,6.93,scattered clouds,0.0,0.0
43,Savannah Bight,HN,2020-01-17 23:46:53,16.45,-85.85,79.39,82,6,20.54,light rain,0.75,0.0
44,Georgetown,MY,2020-01-17 23:44:52,5.41,100.34,80.6,78,20,2.24,few clouds,0.0,0.0
45,Ambilobe,MG,2020-01-17 23:46:54,-13.2,49.05,76.03,91,100,2.28,light rain,0.56,0.0
46,North Bend,US,2020-01-17 23:46:55,43.41,-124.22,46.99,93,90,9.17,light rain,0.0,0.0
47,Severo-Kurilsk,RU,2020-01-17 23:44:23,50.68,156.12,17.38,86,99,15.99,light snow,0.0,0.38
48,Bluff,NZ,2020-01-17 23:43:43,-46.6,168.33,68.85,49,100,3.94,overcast clouds,0.0,0.0
49,San Cristobal,VE,2020-01-17 23:46:57,7.77,-72.22,86.0,58,40,8.05,scattered clouds,0.0,0.0
50,Olafsvik,IS,2020-01-17 23:46:58,64.89,-23.71,33.24,67,44,17.36,light snow,0.0,0.56
51,Ayagoz,KZ,2020-01-17 23:46:59,47.97,80.44,16.43,90,100,28.12,light snow,0.0,0.44
52,George,ZA,2020-01-17 23:46:59,-33.96,22.46,62.6,93,100,10.29,heavy intensity drizzle,0.0,0.0
53,Arraial Do Cabo,BR,2020-01-17 23:44:36,-22.97,-42.03,75.97,78,100,19.26,light rain,0.38,0.0
54,Kavaratti,IN,2020-01-17 23:47:01,10.57,72.64,79.95,74,54,13.96,broken clouds,0.0,0.0
55,Linxia,CN,2020-01-17 23:47:02,35.6,103.21,16.68,94,100,5.37,light snow,0.0,0.38
56,Saquarema,BR,2020-01-17 23:47:02,-22.92,-42.51,75.2,78,90,8.05,light rain,0.0,0.0
57,Wajid,SO,2020-01-17 23:47:03,3.81,43.25,71.6,39,43,18.32,scattered clouds,0.0,0.0
58,Faanui,PF,2020-01-17 23:47:04,-16.48,-151.75,82.33,77,4,21.99,clear sky,0.0,0.0
59,Meulaboh,ID,2020-01-17 23:44:02,4.14,96.13,82.09,77,86,9.28,overcast clouds,0.0,0.0
60,Kruisfontein,ZA,2020-01-17 23:47:30,-34.0,24.73,63.77,92,100,14.92,light rain,2.63,0.0
61,Artyom,AZ,2020-01-17 23:47:32,40.47,50.33,42.8,87,75,6.93,broken clouds,0.0,0.0
62,Grindavik,IS,2020-01-17 23:47:32,63.84,-22.43,30.2,80,75,12.75,shower rain,0.0,0.0
63,Pamanukan,ID,2020-01-17 23:47:33,-6.28,107.81,78.91,83,87,3.09,overcast clouds,0.0,0.0
64,Tanabe,JP,2020-01-17 23:47:34,33.73,135.37,42.8,87,75,4.7,broken clouds,0.0,0.0
65,Flinders,AU,2020-01-17 23:44:13,-34.58,150.86,71.01,93,100,14.99,light rain,1.56,0.0
66,Upernavik,GL,2020-01-17 23:45:41,72.79,-56.15,-12.87,58,21,2.82,few clouds,0.0,0.0
67,Rikitea,PF,2020-01-17 23:43:44,-23.12,-134.97,77.5,81,25,16.46,scattered clouds,0.0,0.0
68,Khatanga,RU,2020-01-17 23:47:36,71.97,102.5,-6.74,98,100,1.25,light snow,0.0,0.31
69,Mehamn,NO,2020-01-17 23:44:07,71.04,27.85,23.0,79,31,23.04,scattered clouds,0.0,0.0
70,Sitka,US,2020-01-17 23:47:38,57.05,-135.33,24.8,41,20,18.34,few clouds,0.0,0.0
71,Iqaluit,CA,2020-01-17 23:47:39,63.75,-68.51,-13.0,69,75,6.93,light snow,0.0,0.0
72,Lavrentiya,RU,2020-01-17 23:47:39,65.58,-171.0,1.45,93,92,4.32,overcast clouds,0.0,0.0
73,Bethel,US,2020-01-17 23:41:59,41.37,-73.41,27.0,48,5,4.7,clear sky,0.0,0.0
74,Poltavka,RU,2020-01-17 23:47:40,54.37,71.76,-1.03,97,29,5.17,scattered clouds,0.0,0.0
75,Palauig,PH,2020-01-17 23:47:41,15.44,119.9,76.68,73,2,0.07,clear sky,0.0,0.0
76,At-Bashi,KG,2020-01-17 23:47:42,41.17,75.81,-8.86,20,0,8.57,clear sky,0.0,0.0
77,Nemuro,JP,2020-01-17 23:47:42,43.32,145.57,27.16,66,0,5.08,clear sky,0.0,0.0
78,Lamu,KE,2020-01-17 23:47:44,-2.27,40.9,81.07,79,54,18.19,broken clouds,0.0,0.0
79,Weihai,CN,2020-01-17 23:47:44,37.5,122.11,34.61,68,60,9.1,broken clouds,0.0,0.0
80,Hami,CN,2020-01-17 23:47:45,42.8,93.45,8.65,44,4,1.63,clear sky,0.0,0.0
81,Avarua,CK,2020-01-17 23:44:09,-21.21,-159.78,84.2,83,87,14.99,overcast clouds,0.0,0.0
82,Vung Tau,VN,2020-01-17 23:47:47,10.35,107.08,73.24,80,4,3.8,clear sky,0.0,0.0
83,Yerofey Pavlovich,RU,2020-01-17 23:47:48,53.97,121.97,-11.63,94,90,1.77,overcast clouds,0.0,0.0
84,Nelson Bay,AU,2020-01-17 23:45:14,-32.72,152.15,73.0,100,90,6.93,light intensity shower rain,0.0,0.0
85,Sabha,LY,2020-01-17 23:47:49,27.04,14.43,49.05,68,0,8.32,clear sky,0.0,0.0
86,Salalah,OM,2020-01-17 23:47:49,17.02,54.09,68.0,37,0,8.05,clear sky,0.0,0.0
87,Salinopolis,BR,2020-01-17 23:47:50,-0.61,-47.36,82.11,81,93,16.13,overcast clouds,0.0,0.0
88,Hermanus,ZA,2020-01-17 23:43:45,-34.42,19.23,66.0,89,100,8.99,light rain,0.69,0.0
89,Namalenga,TZ,2020-01-17 23:47:51,-10.95,39.1,72.41,97,100,1.66,overcast clouds,0.0,0.0
90,Aklavik,CA,2020-01-17 23:45:31,68.22,-135.01,-0.4,83,20,9.17,few clouds,0.0,0.0
91,Belyy Yar,RU,2020-01-17 23:47:52,53.6,91.39,24.8,68,100,22.37,overcast clouds,0.0,0.0
92,Laguna,US,2020-01-17 23:44:47,38.42,-121.42,52.0,93,75,6.93,broken clouds,0.0,0.0
93,Touros,BR,2020-01-17 23:46:09,-5.2,-35.46,77.0,94,75,4.7,light rain,0.0,0.0
94,Tangua,BR,2020-01-17 23:47:54,-22.73,-42.71,75.2,78,90,8.05,light rain,0.0,0.0
95,Naze,JP,2020-01-17 23:47:54,28.37,129.48,60.8,67,75,12.75,broken clouds,0.0,0.0
96,Sobolevo,RU,2020-01-17 23:47:55,54.43,31.9,28.35,95,2,5.59,clear sky,0.0,0.0
97,Narsaq,GL,2020-01-17 23:44:26,60.92,-46.05,23.0,62,100,2.24,snow,0.0,3.94
98,Norman Wells,CA,2020-01-17 23:47:56,65.28,-126.83,-16.6,82,5,4.7,clear sky,0.0,0.0
99,Kapaa,US,2020-01-17 23:44:31,22.08,-159.32,78.8,64,75,21.92,broken clouds,0.0,0.0
100,Hasaki,JP,2020-01-17 23:47:57,35.73,140.83,39.2,93,75,17.22,moderate rain,0.0,0.0
101,Takoradi,GH,2020-01-17 23:47:59,4.88,-1.76,78.17,88,0,3.56,clear sky,0.0,0.0
102,Markova,UA,2020-01-17 23:47:59,48.68,24.41,32.16,61,0,5.66,clear sky,0.0,0.0
103,Watertown,US,2020-01-17 23:48:00,42.37,-71.18,19.99,31,1,13.87,clear sky,0.0,0.0
104,Taoudenni,ML,2020-01-17 23:45:13,22.68,-3.98,58.5,33,0,11.7,clear sky,0.0,0.0
105,Port Elizabeth,ZA,2020-01-17 23:45:27,-33.92,25.57,69.8,77,90,12.75,overcast clouds,0.0,0.0
106,Angoche,MZ,2020-01-17 23:48:02,-16.23,39.91,76.68,94,100,3.83,overcast clouds,0.0,0.0
107,Tuktoyaktuk,CA,2020-01-17 23:48:02,69.45,-133.04,-7.6,83,20,14.99,few clouds,0.0,0.0
108,Souillac,MU,2020-01-17 23:48:04,-20.52,57.52,80.6,83,40,11.41,scattered clouds,0.0,0.0
109,Folldal,NO,2020-01-17 23:48:05,62.13,10.0,29.89,96,100,6.87,overcast clouds,0.0,0.0
110,Atuona,PF,2020-01-17 23:44:22,-9.8,-139.03,82.13,74,68,18.99,broken clouds,0.0,0.0
111,Saint-Pierre,RE,2020-01-17 23:48:06,-21.34,55.48,78.8,78,90,4.7,overcast clouds,0.0,0.0
112,Calvinia,ZA,2020-01-17 23:48:06,-31.47,19.78,71.11,60,26,11.92,scattered clouds,0.0,0.0
113,Barrow,US,2020-01-17 23:43:37,71.29,-156.79,-2.2,77,1,9.17,clear sky,0.0,0.0
114,Los Llanos De Aridane,ES,2020-01-17 23:48:08,28.66,-17.92,60.8,63,0,9.17,clear sky,0.0,0.0
115,Santo Antonio Do Amparo,BR,2020-01-17 23:48:09,-20.95,-44.92,67.19,93,100,9.08,light rain,1.94,0.0
116,Tasiilaq,GL,2020-01-17 23:44:05,65.61,-37.64,15.8,61,0,2.1,clear sky,0.0,0.0
117,Alice Springs,AU,2020-01-17 23:45:12,-23.7,133.88,87.8,17,2,9.17,clear sky,0.0,0.0
118,Kahului,US,2020-01-17 23:48:10,20.89,-156.47,77.0,73,75,11.41,broken clouds,0.0,0.0
119,Hamilton,US,2020-01-17 23:43:38,39.18,-84.53,34.0,50,90,6.93,overcast clouds,0.0,0.0
120,Biak,ID,2020-01-17 23:45:06,-0.91,122.88,81.95,75,43,4.07,scattered clouds,0.0,0.0
121,Yerbogachen,RU,2020-01-17 23:48:12,61.28,108.01,6.22,92,99,10.89,overcast clouds,0.0,0.0
122,Boa Vista,BR,2020-01-17 23:48:12,2.82,-60.67,87.8,52,20,6.93,few clouds,0.0,0.0
123,Castro,BR,2020-01-17 23:47:59,-24.79,-50.01,60.87,88,99,7.58,overcast clouds,0.0,0.0
124,Jamestown,US,2020-01-17 23:44:33,42.1,-79.24,19.99,66,1,3.36,clear sky,0.0,0.0
125,East London,ZA,2020-01-17 23:44:53,-33.02,27.91,75.27,86,100,18.79,light rain,1.06,0.0
126,Port Alfred,ZA,2020-01-17 23:45:13,-33.59,26.89,68.0,96,95,4.0,light rain,1.31,0.0
127,Mopti,ML,2020-01-17 23:48:16,14.67,-4.0,67.86,19,0,11.52,clear sky,0.0,0.0
128,Chapais,CA,2020-01-17 23:47:41,49.78,-74.85,-16.6,75,1,4.7,clear sky,0.0,0.0
129,Vincennes,FR,2020-01-17 23:48:17,48.85,2.43,42.01,75,49,8.05,scattered clouds,0.0,0.0
130,Dikson,RU,2020-01-17 23:48:18,73.51,80.55,-13.11,100,100,10.18,overcast clouds,0.0,0.0
131,Sorland,NO,2020-01-17 23:48:18,67.67,12.69,37.89,81,100,16.82,light rain,0.25,0.0
132,Carnarvon,AU,2020-01-17 23:48:19,-24.87,113.63,78.8,74,75,17.22,broken clouds,0.0,0.0
133,Bambous Virieux,MU,2020-01-17 23:45:26,-20.34,57.76,80.6,83,40,11.41,scattered clouds,0.0,0.0
134,Goderich,CA,2020-01-17 23:48:20,43.75,-81.72,17.01,72,93,5.99,overcast clouds,0.0,0.0
135,Walvis Bay,NA,2020-01-17 23:48:21,-22.96,14.51,68.0,93,13,2.24,few clouds,0.0,0.0
136,Leshukonskoye,RU,2020-01-17 23:48:22,64.9,45.76,12.33,95,79,4.85,broken clouds,0.0,0.0
137,Canon City,US,2020-01-17 23:48:23,38.44,-105.24,44.6,33,1,21.92,clear sky,0.0,0.0
138,Rocha,UY,2020-01-17 23:39:26,-34.48,-54.33,55.65,62,0,4.07,clear sky,0.0,0.0
139,Dudinka,RU,2020-01-17 23:48:22,69.41,86.18,-18.4,75,99,8.95,overcast clouds,0.0,0.0
140,Saint-Philippe,RE,2020-01-17 23:45:49,-21.36,55.77,78.8,78,90,4.7,overcast clouds,0.0,0.0
141,Katsuura,JP,2020-01-17 23:48:25,35.13,140.3,39.2,93,75,21.92,light rain,0.0,0.0
142,Ust-Maya,RU,2020-01-17 23:48:26,60.42,134.53,-19.23,99,100,1.99,overcast clouds,0.0,0.0
143,Kamenka,RU,2020-01-17 23:48:26,51.32,42.77,34.0,96,100,7.0,overcast clouds,0.0,0.0
144,Zharkovskiy,RU,2020-01-17 23:48:27,55.85,32.27,29.59,97,87,5.7,overcast clouds,0.0,0.0
145,Pastavy,BY,2020-01-17 23:48:28,55.12,26.83,32.38,79,5,11.21,clear sky,0.0,0.0
146,Sisimiut,GL,2020-01-17 23:48:28,66.94,-53.67,-1.28,74,26,8.12,scattered clouds,0.0,0.0
147,Along,IN,2020-01-17 23:48:29,28.17,94.77,49.95,89,28,3.96,scattered clouds,0.0,0.0
148,Dingle,PH,2020-01-17 23:48:30,11.0,122.67,78.39,86,0,9.17,clear sky,0.0,0.0
149,Adrar,MR,2020-01-17 23:48:31,20.5,-10.07,60.8,20,2,13.91,clear sky,0.0,0.0
150,Yatou,CN,2020-01-17 23:48:32,37.15,122.38,31.84,71,1,9.15,clear sky,0.0,0.0
151,Bubaque,GW,2020-01-17 23:48:32,11.28,-15.83,77.97,58,0,9.13,clear sky,0.0,0.0
152,Pisco,PE,2020-01-17 23:45:04,-13.7,-76.22,71.6,30,99,24.16,overcast clouds,0.0,0.0
153,Floro,NO,2020-01-17 23:48:34,61.6,5.03,46.0,75,43,26.4,scattered clouds,0.0,0.0
154,Beloha,MG,2020-01-17 23:48:35,-25.17,45.05,70.03,98,11,5.17,few clouds,0.0,0.0
155,Buala,SB,2020-01-17 23:48:35,-8.14,159.59,85.71,65,71,9.95,broken clouds,0.0,0.0
156,Butaritari,KI,2020-01-17 23:45:28,3.07,172.79,84.09,79,98,16.71,overcast clouds,0.0,0.0
157,Ojinaga,MX,2020-01-17 23:48:36,29.57,-104.42,62.01,67,1,2.39,clear sky,0.0,0.0
158,Kaitangata,NZ,2020-01-17 23:44:25,-46.28,169.85,56.71,85,67,4.65,broken clouds,0.0,0.0
159,Xining,CN,2020-01-17 23:45:01,36.62,101.77,14.18,87,100,1.81,overcast clouds,0.0,0.0
160,Baghdad,IQ,2020-01-17 23:48:38,33.34,44.4,53.6,76,17,9.17,few clouds,0.0,0.0
161,Luderitz,NA,2020-01-17 23:48:29,-26.65,15.16,71.6,73,37,18.34,scattered clouds,0.0,0.0
162,Saint George,US,2020-01-17 23:43:37,37.1,-113.58,51.8,26,1,8.05,clear sky,0.0,0.0
163,Saldanha,ZA,2020-01-17 23:45:28,-33.01,17.94,64.4,72,0,21.92,clear sky,0.0,0.0
164,Petatlan,MX,2020-01-17 23:48:41,17.52,-101.27,87.8,62,75,5.82,broken clouds,0.0,0.0
165,Ribeira Grande,PT,2020-01-17 23:48:42,38.52,-28.7,57.94,89,88,7.47,overcast clouds,0.0,0.0
166,Luganville,VU,2020-01-17 23:48:42,-15.53,167.17,84.2,66,40,3.36,haze,0.0,0.0
167,Puerto Madero,MX,2020-01-17 23:48:44,14.72,-92.42,87.8,58,5,6.93,smoke,0.0,0.0
168,Hurghada,EG,2020-01-17 23:48:21,27.26,33.81,59.0,54,83,11.41,broken clouds,0.0,0.0
169,Vossevangen,NO,2020-01-17 23:48:46,60.62,6.42,41.0,91,100,1.01,light snow,0.0,1.25
170,Hilo,US,2020-01-17 23:40:00,19.73,-155.09,77.0,78,90,18.34,overcast clouds,0.0,0.0
171,Uige,AO,2020-01-17 23:48:47,-7.61,15.06,67.98,99,96,0.87,light rain,2.75,0.0
172,Cedar City,US,2020-01-17 23:48:48,37.68,-113.06,37.4,34,1,6.93,clear sky,0.0,0.0
